Gene ID,Locus Tag,Gene Product Name,Genome ID,Genome Name,Batch1,Gene Symbol,GenBank Accession,Chromosome,Start Coord,End Coord,Strand,Locus Type,Is Pseudogene,Is Obsolete,Is Partial Gene,Transmembrane Helices,Signal Peptides,Scaffold External Accession,Scaffold GC %,COG,Pfam,Tigrfam,Enzyme,KO,IMG Term
638214407,YPL222W,"The authentic, non-tagged protein was localized to the mitochondria.",638208609,Saccharomyces cerevisiae S288C,1,FMP40,NP_015102,chromosome XVI,130161,132227,+,CDS,No,No,,,,NC_001148,0.38,"COG0397===Uncharacterized conserved protein YdiU, UPF0061 family",pfam02696===UPF0061,,,,
638214406,YPL223C,"Hydrophilin of unknown function; stress induced (osmotic, ionic, oxidative, heat shock and heavy metals); regulated by the HOG pathway",638208609,Saccharomyces cerevisiae S288C,1,GRE1,NP_015101,chromosome XVI,128631,129137,-,CDS,No,No,,,,NC_001148,0.38,,,,,,
638214405,YPL224C,Putative metal transporter involved in mitochondrial iron accumulation; closely related to Mmt1p,638208609,Saccharomyces cerevisiae S288C,1,MMT2,NP_015100,chromosome XVI,126738,128087,-,CDS,No,No,,,,NC_001148,0.38,COG0053===Divalent metal cation (Fe/Co/Zn/Cd) transporter,pfam01545===Cation_efflux,TIGR01297===cation diffusion facilitator family transporter,,,
638214404,YPL225W,hypothetical protein,638208609,Saccharomyces cerevisiae S288C,1,YPL225W,NP_015099,chromosome XVI,126006,126446,+,CDS,No,No,,,,NC_001148,0.38,,pfam04669===Polysacc_synt_4,,,,
638214403,YPL226W,"ATP binding cassette family member; Asn/Gln-rich rich region supports [NU+] prion formation, susceptibility to [PSI+] prion induction and aggregation of a fragment of the human Machado-Joseph Disease protein",638208609,Saccharomyces cerevisiae S288C,1,NEW1,NP_015098,chromosome XVI,121767,125357,+,CDS,No,No,,,,NC_001148,0.38,COG0488===ATPase components of ABC transporters with duplicated ATPase domains,pfam00005===ABC_tran<<>>pfam00385===Chromo,,,"KO:K03235===EF3, TEF3===elongation factor 3",
638214402,YPL227C,"UDP-glucose:dolichyl-phosphate glucosyltransferase, involved in asparagine-linked glycosylation in the endoplasmic reticulum",638208609,Saccharomyces cerevisiae S288C,1,ALG5,NP_015097,chromosome XVI,120163,121167,-,CDS,No,No,,1,,NC_001148,0.38,COG0463===Glycosyltransferase involved in cell wall bisynthesis,pfam00535===Glycos_transf_2,,EC:2.4.1.117===Dolichyl-phosphate beta-glucosyltransferase.,KO:K00729===ALG5===dolichyl-phosphate beta-glucosyltransferase [EC:2.4.1.117],
638214401,YPL228W,"Beta (RNA 5'-triphosphatase) subunit of the mRNA capping enzyme, a heterodimer (the other subunit is CEG1, a guanylyltransferase) involved in adding the 5' cap to mRNA; the mammalian enzyme is a single bifunctional polypeptide",638208609,Saccharomyces cerevisiae S288C,1,CET1,NP_015096,chromosome XVI,118382,120031,+,CDS,No,No,,,,NC_001148,0.38,,pfam02940===mRNA_triPase,,EC:3.6.1.-===Hydrolases. Acting on acid anhydrides. In phosphorus-containing anhydrides.,KO:K01098===CET1===polynucleotide 5'-triphosphatase [EC:3.6.1.-],
638214400,YPL229W,hypothetical protein,638208609,Saccharomyces cerevisiae S288C,1,YPL229W,NP_015095,chromosome XVI,117067,117687,+,CDS,No,No,,,,NC_001148,0.38,,,,,,
638214399,YPL230W,Up in StarVation,638208609,Saccharomyces cerevisiae S288C,1,USV1,NP_015094,chromosome XVI,115312,116487,+,CDS,No,No,,,,NC_001148,0.38,,pfam13465===zf-H2C2_2,,,,
638214398,YPL231W,"fatty acid synthase, alpha subunit",638208609,Saccharomyces cerevisiae S288C,1,FAS2,NP_015093,chromosome XVI,108652,114315,+,CDS,No,No,,,,NC_001148,0.38,,pfam02801===Ketoacyl-synt_C<<>>pfam01648===ACPS<<>>pfam00109===ketoacyl-synt,TIGR00556===phosphopantetheine--protein transferase domain<<>>TIGR00516===holo-[acyl-carrier-protein] synthase,EC:2.3.1.86===Fatty-acyl-CoA synthase.,"KO:K00667===FAS2===fatty acid synthase subunit alpha, fungi type [EC:2.3.1.86]","2503===fatty acid synthase, alpha subunit"
638214397,YPL232W,Plasma membrane t-SNARE involved in fusion of secretory vesicles at the plasma membrane and in vesicle fusion during sporulation; forms a complex with Sec9p that binds v-SNARE Snc2p; syntaxin homolog; functionally redundant with Sso2p,638208609,Saccharomyces cerevisiae S288C,1,SSO1,NP_015092,chromosome XVI,107275,108147,+,CDS,No,No,,1,,NC_001148,0.38,"COG5074===t-SNARE complex subunit, syntaxin",pfam05739===SNARE<<>>pfam00804===Syntaxin,,,KO:K08486===STX1B_2_3===syntaxin 1B/2/3,
638214396,YPL233W,Essential component of the MIND kinetochore complex (Mtw1p Including Nnf1p-Nsl1p-Dsn1p) which joins kinetochore subunits contacting DNA to those contacting microtubules; required for accurate chromosome segregation,638208609,Saccharomyces cerevisiae S288C,1,NSL1,NP_015091,chromosome XVI,106172,106822,+,CDS,No,No,,,,NC_001148,0.38,,pfam08641===Mis14,,,"KO:K11561===mis14, NSL1===kinetochor protein Mis14/NSL1",
638214395,YPL234C,"Vacuolar ATPase V0 domain subunit c', involved in proton transport activity; hydrophobic integral membrane protein (proteolipid) containing four transmembrane segments; N and C termini are in the vacuolar lumen",638208609,Saccharomyces cerevisiae S288C,1,TFP3,NP_015090,chromosome XVI,104946,105440,-,CDS,No,No,,4,,NC_001148,0.38,,pfam00137===ATP-synt_C,TIGR01100===vacuolar ATP synthase 16 kDa proteolipid subunit,,"KO:K02155===ATPeV0C, ATP6L===V-type H+-transporting ATPase 16kDa proteolipid subunit",
638214394,YPL235W,Essential protein involved in transcription regulation; component of chromatin remodeling complexes; required for assembly and function of the INO80 complex; member of the RUVB-like protein family,638208609,Saccharomyces cerevisiae S288C,1,RVB2,NP_015089,chromosome XVI,103232,104647,+,CDS,No,No,,,,NC_001148,0.38,"COG1224===DNA helicase TIP49, TBP-interacting protein",pfam06068===TIP49,,EC:3.6.4.12===DNA helicase.,"KO:K11338===RUVBL2, RVB2, INO80J===RuvB-like protein 2 [EC:3.6.4.12]",
638214393,YPL236C,serine/threonine kinase 16,638208609,Saccharomyces cerevisiae S288C,1,YPL236C,NP_015088,chromosome XVI,101608,102702,-,CDS,No,No,,,,NC_001148,0.38,COG0515===Serine/threonine protein kinase,pfam00069===Pkinase,,EC:2.7.11.1===Non-specific serine/threonine protein kinase.,KO:K08856===STK16===serine/threonine kinase 16 [EC:2.7.11.1],
638214392,YPL237W,translation initiation factor 2 subunit beta (aeIF-2b),638208609,Saccharomyces cerevisiae S288C,1,SUI3,NP_015087,chromosome XVI,100496,101353,+,CDS,No,No,,,,NC_001148,0.38,"COG1601===Translation initiation factor 2, beta subunit (eIF-2beta)/eIF-5 N-terminal domain",pfam01873===eIF-5_eIF-2B,"TIGR00311===translation initiation factor aIF-2, beta subunit, putative",,KO:K03238===EIF2S2===translation initiation factor 2 subunit 2,1956===translation initiation factor 2 subunit beta (aeIF-2b)
638214391,YPL239W,"Cytoplasmic ankyrin-repeat containing protein of unknown function, proposed to link the processes of 40S ribosomal subunit biogenesis and adaptation to osmotic and oxidative stress; expression repressed by heat shock",638208609,Saccharomyces cerevisiae S288C,1,YAR1,NP_015085,chromosome XVI,99484,100086,+,CDS,No,No,,,,NC_001148,0.38,,pfam12796===Ank_2,,,KO:K06867===K06867===uncharacterized protein,
638214390,YPL240C,"Cytoplasmic chaperone (Hsp90 family) required for pheromone signaling and negative regulation of Hsf1p; docks with the mitochondrial import receptor Tom70p for preprotein delivery; interacts with co-chaperones Cns1p, Cpr6p, Cpr7p, and Sti1p",638208609,Saccharomyces cerevisiae S288C,1,HSP82,NP_015084,chromosome XVI,96496,98625,-,CDS,No,No,,,,NC_001148,0.38,"COG0326===Molecular chaperone, HSP90 family",pfam02518===HATPase_c<<>>pfam00183===HSP90,,,"KO:K04079===htpG, HSP90A===molecular chaperone HtpG",
638214389,YPL241C,Tubulin folding factor C (putative) involved in beta-tubulin (Tub2p) folding; isolated as mutant with increased chromosome loss and sensitivity to benomyl,638208609,Saccharomyces cerevisiae S288C,1,CIN2,NP_015083,chromosome XVI,95372,96258,-,CDS,No,No,,,,NC_001148,0.38,,,,,,
638214388,YPL242C,"Essential protein required for determination of budding pattern, promotes localization of axial markers Bud4p and Cdc12p and functionally interacts with Sec3p, localizes to the contractile ring during anaphase, member of the IQGAP family",638208609,Saccharomyces cerevisiae S288C,1,IQG1,NP_015082,chromosome XVI,90622,95109,-,CDS,No,No,,,,NC_001148,0.38,,pfam00307===CH<<>>pfam00612===IQ<<>>pfam00616===RasGAP<<>>pfam03836===RasGAP_C,,,KO:K05767===IQGAP2_3===Ras GTPase-activating-like protein IQGAP2/3,
638214387,YPL243W,"signal recognition particle, subunit SRP68 (srp68)",638208609,Saccharomyces cerevisiae S288C,1,SRP68,NP_015081,chromosome XVI,88517,90316,+,CDS,No,No,,,,NC_001148,0.38,,pfam16969===SRP68,,,KO:K03107===SRP68===signal recognition particle subunit SRP68,"2691===signal recognition particle, subunit SRP68 (srp68)"
638214386,YPL244C,"Protein with a role in UDP-galactose transport to the Golgi lumen, has similarity to human UDP-galactose transporter UGTrel1, exhibits a genetic interaction with S. cerevisiae ERO1",638208609,Saccharomyces cerevisiae S288C,1,HUT1,NP_015080,chromosome XVI,87014,88033,-,CDS,No,No,,8,,NC_001148,0.38,,pfam08449===UAA,,,"KO:K15275===SLC35B1===solute carrier family 35 (UDP-galactose transporter), member B1",
638214385,YPL245W,hypothetical protein,638208609,Saccharomyces cerevisiae S288C,1,YPL245W,NP_015079,chromosome XVI,85586,86950,+,CDS,No,No,,,,NC_001148,0.38,"COG3410===Uncharacterized protein, DUF2075 family",pfam09848===DUF2075,,,KO:K09384===K09384===uncharacterized protein,
638214384,YPL246C,"Possible rhomboid protease, has similarity to eukaryotic rhomboid proteases including Pcp1p",638208609,Saccharomyces cerevisiae S288C,1,RBD2,NP_015078,chromosome XVI,84509,85297,-,CDS,No,No,,5,,NC_001148,0.38,"COG0705===Membrane associated serine protease, rhomboid family",pfam01694===Rhomboid,,,,
638214383,YPL247C,WD repeat-containing protein 68,638208609,Saccharomyces cerevisiae S288C,1,YPL247C,NP_015077,chromosome XVI,82625,84196,-,CDS,No,No,,,,NC_001148,0.38,,pfam00400===WD40,,,"KO:K11805===WDR68, HAN11===WD repeat-containing protein 68",
638214382,YPL248C,DNA-binding transcription factor required for the activation of the GAL genes in response to galactose; repressed by Gal80p and activated by Gal3p,638208609,Saccharomyces cerevisiae S288C,1,GAL4,NP_015076,chromosome XVI,79711,82356,-,CDS,No,No,,,,NC_001148,0.38,,pfam00172===Zn_clus<<>>pfam04082===Fungal_trans<<>>pfam03902===Gal4_dimer,,,KO:K09241===GAL4===transcriptional regulatory protein GAL4,
638214381,YPL249C,"GTPase-activating protein (GAP) for yeast Rab family members, involved in ER to Golgi trafficking; exhibits GAP activity toward Ypt1p that is stimulated by Gyl1p, also acts on Sec4p; interacts with Gyl1p, Rvs161p and Rvs167p",638208609,Saccharomyces cerevisiae S288C,1,GYP5,NP_015075,chromosome XVI,76669,79353,-,CDS,No,No,,,,NC_001148,0.38,,pfam00566===RabGAP-TBC,,,,
638214380,YPL249C-A,LSU ribosomal protein L36E,638208609,Saccharomyces cerevisiae S288C,1,RPL36B,NP_015074,chromosome XVI,75699,76239,-,CDS,No,No,,,,NC_001148,0.38,,pfam01158===Ribosomal_L36e,,,"KO:K02920===RP-L36e, RPL36===large subunit ribosomal protein L36e",268===LSU ribosomal protein L36E
638214379,YPL250C,Protein of unknown function; potential Cdc28p substrate,638208609,Saccharomyces cerevisiae S288C,1,ICY2,NP_015073,chromosome XVI,74309,74719,-,CDS,No,No,,,,NC_001148,0.38,,,,,,
638214378,YPL252C,Ferredoxin of the mitochondrial matrix required for formation of cellular iron-sulfur proteins; involved in heme A biosynthesis; homologous to human adrenodoxin,638208609,Saccharomyces cerevisiae S288C,1,YAH1,NP_015071,chromosome XVI,73363,73881,-,CDS,No,No,,,,NC_001148,0.38,COG0633===Ferredoxin,pfam00111===Fer2,,,,
638214377,YPL253C,"Protein that forms a complex with Kar3p at the spindle pole body, possible regulator of Kar3p function in microtubule-mediated processes; required for sister chromatid cohesion; has similarity to Cik1p",638208609,Saccharomyces cerevisiae S288C,1,VIK1,NP_015070,chromosome XVI,71063,73006,-,CDS,No,No,,,,NC_001148,0.38,,pfam16796===Microtub_bd,,,,
638214376,YPL254W,"Adaptor protein required for structural integrity of the SAGA complex, a histone acetyltransferase-coactivator complex that is involved in global regulation of gene expression through acetylation and transcription functions",638208609,Saccharomyces cerevisiae S288C,1,HFI1,NP_015069,chromosome XVI,69485,70951,+,CDS,No,No,,,,NC_001148,0.38,,pfam12767===SAGA-Tad1,,,"KO:K11362===HFI1, ADA1===transcriptional coactivator HFI1/ADA1",
638214375,YPL255W,"Protein required for the spindle pole body (SPB) duplication, localized at the central plaque periphery; forms a complex with a nuclear envelope protein Mps2p and SPB components Spc29p and Kar1p; required for mitotic functions of Cdc5p",638208609,Saccharomyces cerevisiae S288C,1,BBP1,NP_015068,chromosome XVI,67725,68882,+,CDS,No,No,,,,NC_001148,0.38,,pfam15272===BBP1_C<<>>pfam15271===BBP1_N,,,,
638214374,YPL256C,"G1 cyclin involved in regulation of the cell cycle; activates Cdc28p kinase to promote the G1 to S phase transition; late G1 specific expression depends on transcription factor complexes, MBF (Swi6p-Mbp1p) and SBF (Swi6p-Swi4p)",638208609,Saccharomyces cerevisiae S288C,1,CLN2,NP_015067,chromosome XVI,64977,66614,-,CDS,No,No,,,,NC_001148,0.38,,pfam00134===Cyclin_N,,,KO:K06650===CLN2===G1/S-specific cyclin CLN2,
638214373,YPL257W,hypothetical protein,638208609,Saccharomyces cerevisiae S288C,1,YPL257W,NP_015066,chromosome XVI,63279,63860,+,CDS,No,No,,3,,NC_001148,0.38,,pfam15701===DUF4668,,,,
638214369,YPL258C,"Hydroxymethylpyrimidine phosphate kinase, involved in the last steps in thiamine biosynthesis; member of a gene family with THI20 and THI22; functionally redundant with Thi20p",638208609,Saccharomyces cerevisiae S288C,1,THI21,NP_015065,chromosome XVI,53498,55153,-,CDS,No,No,,,,NC_001148,0.38,COG0351===Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase<<>>COG0819===Thiaminase,pfam03070===TENA_THI-4<<>>pfam08543===Phos_pyr_kin,TIGR04306===thiaminase II<<>>TIGR00097===hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase,EC:2.7.1.49===Hydroxymethylpyrimidine kinase.<<>>EC:2.7.4.7===Phosphomethylpyrimidine kinase.,KO:K00877===THI20===hydroxymethylpyrimidine/phosphomethylpyrimidine kinase [EC:2.7.1.49 2.7.4.7],
638214368,YPL259C,Mu1-like medium subunit of the clathrin-associated protein complex (AP-1); binds clathrin; involved in clathrin-dependent Golgi protein sorting,638208609,Saccharomyces cerevisiae S288C,1,APM1,NP_015064,chromosome XVI,51244,52671,-,CDS,No,No,,,,NC_001148,0.38,,pfam00928===Adap_comp_sub<<>>pfam01217===Clat_adaptor_s,,,KO:K12393===AP1M===AP-1 complex subunit mu,
638214367,YPL260W,hypothetical protein,638208609,Saccharomyces cerevisiae S288C,1,YPL260W,NP_015063,chromosome XVI,49303,50958,+,CDS,No,No,,,,NC_001148,0.38,,pfam10303===DUF2408,,,,
638214366,YPL262W,"fumarase, class II (EC 4.2.1.2)",638208609,Saccharomyces cerevisiae S288C,1,FUM1,NP_015061,chromosome XVI,47336,48802,+,CDS,No,No,,,,NC_001148,0.38,COG0114===Fumarate hydratase class II,pfam10415===FumaraseC_C<<>>pfam00206===Lyase_1,"TIGR00979===fumarate hydratase, class II",EC:4.2.1.2===Fumarate hydratase.,"KO:K01679===E4.2.1.2B, fumC===fumarate hydratase, class II [EC:4.2.1.2]","1347===fumarase, class II (EC 4.2.1.2)"
638214365,YPL263C,Cytoplasmic protein of unknown function,638208609,Saccharomyces cerevisiae S288C,1,KEL3,NP_015060,chromosome XVI,44551,46506,-,CDS,No,No,,,,NC_001148,0.38,,pfam07646===Kelch_2<<>>pfam13422===DUF4110<<>>pfam13415===Kelch_3,,,,
638214364,YPL264C,hypothetical protein,638208609,Saccharomyces cerevisiae S288C,1,YPL264C,NP_015059,chromosome XVI,43283,44344,-,CDS,No,No,,10,,NC_001148,0.38,COG0697===Permease of the drug/metabolite transporter (DMT) superfamily,pfam00892===EamA,,,,
638214363,YPL265W,"aspartate/glutamate transporter, YAT family (TC 2.A.3.10.13)",638208609,Saccharomyces cerevisiae S288C,1,DIP5,NP_015058,chromosome XVI,41043,42869,+,CDS,No,No,,11,,NC_001148,0.38,COG0833===Amino acid permease,pfam00324===AA_permease,TIGR00913===amino acid permease (yeast),,KO:K16261===YAT===yeast amino acid transporter,"6793===aspartate/glutamate transporter, YAT family (TC 2.A.3.10.13)"
638214362,YPL266W,dimethyladenosine transferase (EC 2.1.1.-),638208609,Saccharomyces cerevisiae S288C,1,DIM1,NP_015057,chromosome XVI,39121,40077,+,CDS,No,No,,,,NC_001148,0.38,COG0030===16S rRNA A1518 and A1519 N6-dimethyltransferase RsmA/KsgA/DIM1 (may also have DNA glycosylase/AP lyase activity),pfam00398===RrnaAD,TIGR00755===ribosomal RNA small subunit methyltransferase A,EC:2.1.1.183===18S rRNA (adenine(1779)-N(6)/adenine(1780)-N(6))-dimethyltransferase.,KO:K14191===DIM1===18S rRNA (adenine1779-N6/adenine1780-N6)-dimethyltransferase [EC:2.1.1.183],2532===dimethyladenosine transferase (EC 2.1.1.-)
638214361,YPL267W,"Protein of unknown function, potential Cdc28p substrate",638208609,Saccharomyces cerevisiae S288C,1,ACM1,NP_015056,chromosome XVI,38169,38798,+,CDS,No,No,,,,NC_001148,0.38,,,,,,
638214360,YPL268W,"phosphatidylinositol-4,5-bisphosphate phosphodiesterase (EC 3.1.4.11)",638208609,Saccharomyces cerevisiae S288C,1,PLC1,NP_015055,chromosome XVI,35236,37845,+,CDS,No,No,,,,NC_001148,0.38,,pfam00387===PI-PLC-Y<<>>pfam00388===PI-PLC-X<<>>pfam09279===EF-hand_like,,EC:3.1.4.11===Phosphoinositide phospholipase C.,"KO:K05857===PLCD===phosphatidylinositol phospholipase C, delta [EC:3.1.4.11]","1363===phosphatidylinositol-4,5-bisphosphate phosphodiesterase (EC 3.1.4.11)"
638214359,YPL269W,"Karyogamy protein required for correct positioning of the mitotic spindle and for orienting cytoplasmic microtubules, localizes at the shmoo tip in mating cells and at the tip of the growing bud in small-budded cells through anaphase",638208609,Saccharomyces cerevisiae S288C,1,KAR9,NP_015054,chromosome XVI,33013,34947,+,CDS,No,No,,,,NC_001148,0.38,,pfam08580===KAR9,,,,
638214358,YPL270W,Half-type ATP-binding cassette (ABC) transporter of the inner mitochondrial membrane,638208609,Saccharomyces cerevisiae S288C,1,MDL2,NP_015053,chromosome XVI,30482,32803,+,CDS,No,No,,3,,NC_001148,0.38,"COG1132===ABC-type multidrug transport system, ATPase and permease component",pfam00005===ABC_tran<<>>pfam00664===ABC_membrane,TIGR00958===Conjugate Transporter-2 (CT2) Family protein,,KO:K02021===ABC.MR===putative ABC transport system ATP-binding protein,
